Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,country,state,total_population,gender,age,under_30,senior_citizen,partner,dependents,number_of_dependents,married,churn_value
Yes,3,61,Offer B,Yes,20.01,Yes,Yes,Fiber Optic,12,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,115.1,7008.15,0.0,0,1220.61,8228.76,United States,California,25135,Female,42,No,No,Yes,Yes,1,Yes,0
Yes,9,2,no offer,Yes,32.86,No,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.1,43.15,0.0,0,65.72,108.87,United States,California,35325,Female,38,No,No,Yes,No,0,Yes,0
Yes,1,56,Offer B,Yes,22.74,No,Yes,DSL,13,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,59.8,3457.45,35.01,0,1273.4399999999998,4695.879999999999,United States,California,290,Male,45,No,No,Yes,Yes,2,Yes,0
No,0,13,Offer D,Yes,31.93,No,Yes,Fiber Optic,22,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,78.3,1033.95,0.0,150,415.09,1599.04,United States,California,33389,Male,55,No,No,No,Yes,3,No,0
No,0,9,no offer,Yes,24.96,No,Yes,Fiber Optic,9,No,No,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,75.5,637.4,0.0,0,224.64,862.04,United States,California,44692,Female,65,No,Yes,No,No,0,No,0
Yes,4,7,no offer,No,0.0,No,Yes,DSL,28,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,49.65,305.55,0.0,0,0.0,305.55,United States,California,57794,Male,46,No,No,Yes,Yes,2,Yes,0
No,0,2,no offer,Yes,19.27,Yes,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,170.85,0.0,0,38.54,209.39,United States,California,1219,Female,77,No,Yes,No,No,0,No,1
No,0,41,Offer B,Yes,45.22,No,Yes,Fiber Optic,15,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,89.55,3729.75,0.0,0,1854.02,5583.77,United States,California,23331,Male,62,No,No,No,No,0,No,0
No,0,47,no offer,Yes,14.78,Yes,Yes,DSL,10,No,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,59.6,2754.0,0.0,0,694.66,3448.66,United States,California,44117,Male,74,No,Yes,No,No,0,No,0
No,0,30,no offer,Yes,24.57,No,No,no internet,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.7,625.05,0.0,0,737.1,1362.15,United States,California,21205,Male,62,No,No,No,No,0,No,0
No,0,35,no offer,Yes,20.83,Yes,Yes,Fiber Optic,19,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,99.05,3395.8,0.0,120,729.05,4244.85,United States,California,138,Male,71,No,Yes,No,No,0,No,1
No,0,54,no offer,No,0.0,No,Yes,DSL,21,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,44.1,2369.7,0.0,0,0.0,2369.7,United States,California,38128,Female,52,No,No,No,No,0,No,0
Yes,1,17,no offer,Yes,28.18,Yes,Yes,Cable,16,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,100.45,1622.45,0.0,0,479.06,2101.51,United States,California,13290,Male,74,No,Yes,Yes,No,0,Yes,1
Yes,5,72,Offer A,Yes,45.32,Yes,Yes,Fiber Optic,11,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,110.9,7922.75,0.0,130,3263.04,11315.79,United States,California,9023,Male,31,No,No,Yes,Yes,1,Yes,0
Yes,2,24,no offer,Yes,10.23,No,Yes,Fiber Optic,8,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.25,2210.2,0.0,0,245.52,2455.72,United States,California,6448,Male,36,No,No,Yes,No,0,Yes,0
No,0,37,no offer,Yes,37.18,Yes,Yes,Cable,9,Yes,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,64.65,2347.85,0.0,0,1375.66,3723.51,United States,California,24659,Female,42,No,No,No,No,0,No,0
Yes,6,48,Offer B,Yes,18.64,No,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.2,1027.25,0.0,0,894.72,1921.97,United States,California,202,Female,60,No,No,Yes,Yes,2,Yes,0
No,0,69,no offer,Yes,1.85,Yes,Yes,Fiber Optic,13,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,104.0,7028.5,0.0,0,127.65,7156.15,United States,California,15297,Female,44,No,No,No,No,0,No,0
Yes,7,31,Offer C,Yes,25.3,No,Yes,Cable,28,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,66.4,2019.8,0.0,0,784.3000000000001,2804.1,United States,California,15286,Male,56,No,No,Yes,No,0,Yes,0
Yes,6,38,Offer C,Yes,17.52,Yes,Yes,DSL,59,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,85.4,3297.0,0.0,0,665.76,3962.76,United States,California,26032,Male,26,Yes,No,Yes,Yes,2,Yes,0
No,0,37,Offer C,No,0.0,No,Yes,Cable,6,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,40.2,1478.85,0.0,0,0.0,1478.85,United States,California,76,Female,64,No,No,No,No,0,No,0
Yes,5,4,no offer,Yes,6.03,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,70.2,280.35,30.75,0,24.12,273.72,United States,California,26894,Male,70,No,Yes,Yes,No,0,Yes,0
Yes,3,46,Offer B,Yes,33.22,Yes,Yes,Fiber Optic,29,No,Yes,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,103.15,4594.65,0.0,130,1528.12,6252.77,United States,California,58639,Female,41,No,No,Yes,No,0,Yes,0
No,0,21,Offer D,Yes,34.39,No,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.0,417.7,0.0,0,722.19,1139.89,United States,California,51665,Male,59,No,No,No,No,0,No,0
No,0,39,Offer C,Yes,17.17,Yes,Yes,Fiber Optic,30,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.4,4040.65,0.0,0,669.6300000000001,4710.280000000001,United States,California,35451,Male,55,No,No,No,No,0,No,0
No,0,17,no offer,Yes,12.69,No,Yes,Cable,22,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,79.85,1387.35,0.0,0,215.73,1603.08,United States,California,15638,Female,45,No,No,No,No,0,No,0
No,0,54,no offer,Yes,18.74,No,Yes,DSL,16,Yes,Yes,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,65.3,3512.9,0.0,0,1011.96,4524.86,United States,California,5995,Male,47,No,No,No,No,0,No,0
Yes,4,9,no offer,Yes,12.59,No,Yes,Cable,76,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.85,466.6,0.0,0,113.31,579.9100000000001,United States,California,25578,Female,19,Yes,No,Yes,No,0,Yes,0
No,0,1,Offer E,Yes,5.12,No,Yes,DSL,30,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,45.95,45.95,0.0,0,5.12,51.07,United States,California,59259,Female,23,Yes,No,No,No,0,No,1
Yes,2,3,Offer E,Yes,4.19,No,Yes,Cable,6,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,55.8,154.55,0.0,0,12.57,167.12,United States,California,22028,Male,34,No,No,Yes,No,0,Yes,0
No,0,70,Offer A,Yes,44.57,Yes,Yes,Fiber Optic,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,111.95,7795.95,0.0,0,3119.9,10915.85,United States,California,3064,Female,60,No,No,No,No,0,No,0
No,0,54,Offer B,Yes,49.98,No,Yes,Fiber Optic,26,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.4,5643.4,0.0,0,2698.92,8342.32,United States,California,1417,Male,31,No,No,No,No,0,No,1
Yes,1,53,Offer B,Yes,7.94,Yes,Yes,Fiber Optic,6,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.9,5549.4,0.0,0,420.82,5970.219999999999,United States,California,40705,Male,69,No,Yes,Yes,No,0,Yes,1
Yes,1,30,no offer,Yes,21.14,No,No,no internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.55,608.5,0.0,0,634.2,1242.7,United States,California,24924,Female,57,No,No,Yes,No,0,Yes,0
No,0,48,no offer,Yes,5.87,Yes,Yes,Fiber Optic,2,No,Yes,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,99.0,4744.35,0.0,0,281.76,5026.110000000001,United States,California,27424,Male,71,No,Yes,No,No,0,No,0
Yes,5,62,Offer B,Yes,20.96,No,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.05,1263.9,0.0,0,1299.52,2563.42,United States,California,27047,Male,64,No,No,Yes,Yes,1,Yes,0
No,0,1,no offer,Yes,39.94,No,Yes,Cable,59,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,45.3,45.3,0.0,0,39.94,85.24,United States,California,51213,Female,28,Yes,No,No,No,0,No,1
Yes,1,65,no offer,Yes,18.69,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,106.25,6979.8,0.0,0,1214.85,8194.65,United States,California,32848,Female,66,No,Yes,Yes,No,0,Yes,1
Yes,8,11,no offer,Yes,17.66,Yes,Yes,Fiber Optic,13,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,78.1,864.85,0.0,0,194.26,1059.11,United States,California,7685,Female,77,No,Yes,Yes,Yes,2,Yes,0
Yes,9,66,Offer A,Yes,45.03,No,No,no internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.35,1359.5,0.0,0,2971.98,4331.48,United States,California,262,Male,59,No,No,Yes,No,0,Yes,0
No,0,3,no offer,Yes,41.9,Yes,Yes,Fiber Optic,11,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.4,205.05,0.0,0,125.7,330.75,United States,California,1458,Female,75,No,Yes,No,No,0,No,1
No,0,39,Offer C,No,0.0,No,Yes,Cable,26,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,40.6,1494.5,0.0,0,0.0,1494.5,United States,California,16398,Male,25,Yes,No,No,No,0,No,0
No,0,4,no offer,No,0.0,No,Yes,DSL,26,Yes,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,35.0,135.75,0.0,50,0.0,185.75,United States,California,72,Female,46,No,No,No,No,0,No,0
Yes,7,12,no offer,Yes,49.39,No,Yes,DSL,5,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.15,741.4,0.0,0,592.6800000000001,1334.08,United States,California,751,Male,63,No,No,Yes,No,0,Yes,0
Yes,3,32,no offer,No,0.0,No,Yes,Cable,14,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,35.15,1051.05,0.0,0,0.0,1051.05,United States,California,46626,Female,57,No,No,Yes,Yes,1,Yes,0
No,0,24,no offer,Yes,37.69,Yes,Yes,Fiber Optic,18,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.75,2407.3,0.0,0,904.56,3311.86,United States,California,23362,Female,35,No,No,No,No,0,No,1
Yes,5,70,no offer,Yes,31.13,Yes,Yes,Fiber Optic,16,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,95.0,6602.9,0.0,0,2179.1,8782.0,United States,California,4796,Male,48,No,No,Yes,No,0,Yes,0
No,0,72,no offer,Yes,42.36,No,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.25,1566.9,0.0,0,3049.92,4616.82,United States,California,29245,Female,62,No,No,No,No,0,No,0
No,0,15,Offer D,Yes,45.84,Yes,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,25.4,399.6,0.0,0,687.6,1087.2,United States,California,22073,Female,22,Yes,No,No,No,0,No,1
Yes,8,17,Offer D,Yes,44.9,No,Yes,DSL,47,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,74.55,1215.8,0.0,0,763.3,1979.1,United States,California,45025,Female,22,Yes,No,Yes,Yes,2,Yes,0
No,0,8,Offer E,Yes,19.68,Yes,Yes,Fiber Optic,41,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.35,847.3,0.0,0,157.44,1004.74,United States,California,1766,Female,26,Yes,No,No,No,0,No,1
Yes,6,8,no offer,Yes,23.18,Yes,No,no internet,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,24.4,203.95,0.0,0,185.44,389.39,United States,California,88,Male,43,No,No,Yes,No,0,Yes,0
Yes,10,25,no offer,No,0.0,No,Yes,Cable,24,No,No,Yes,No,Yes,No,No,No,One Year,Yes,Credit Card,38.1,970.4,0.0,100,0.0,1070.4,United States,California,21510,Male,37,No,No,Yes,No,0,Yes,0
Yes,7,10,no offer,Yes,13.83,No,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.05,218.5,0.0,0,138.3,356.8,United States,California,29964,Male,55,No,No,Yes,Yes,3,Yes,0
No,0,1,no offer,Yes,11.1,No,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,20.05,0.0,0,11.1,31.15,United States,California,82630,Male,30,No,No,No,No,0,No,0
Yes,1,72,Offer A,Yes,22.22,Yes,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,26.45,1914.5,0.0,0,1599.84,3514.34,United States,California,26157,Female,21,Yes,No,Yes,No,0,Yes,0
Yes,5,43,Offer B,Yes,48.1,Yes,Yes,DSL,51,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,71.9,3173.35,0.0,0,2068.3,5241.65,United States,California,23519,Male,24,Yes,No,Yes,No,0,Yes,0
Yes,9,72,no offer,Yes,16.05,No,Yes,Cable,46,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,83.7,6096.9,0.0,0,1155.6,7252.5,United States,California,3588,Female,25,Yes,No,Yes,No,0,Yes,0
Yes,9,9,Offer E,Yes,30.07,No,Yes,DSL,30,Yes,No,No,No,No,No,No,Yes,One Year,No,Credit Card,48.6,422.3,20.45,0,270.63,672.48,United States,California,49281,Female,31,No,No,Yes,No,0,Yes,0
Yes,7,50,Offer B,Yes,26.06,Yes,Yes,Fiber Optic,18,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,99.4,5059.75,0.0,0,1303.0,6362.75,United States,California,13779,Male,44,No,No,Yes,No,0,Yes,0
Yes,10,69,Offer A,Yes,7.84,Yes,Yes,Cable,21,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,73.7,4885.85,0.0,0,540.96,5426.81,United States,California,6601,Female,59,No,No,Yes,Yes,3,Yes,0
No,0,15,no offer,Yes,43.69,No,Yes,DSL,29,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,64.85,950.75,0.0,0,655.3499999999999,1606.1,United States,California,27424,Male,31,No,No,No,Yes,3,No,0
Yes,2,26,no offer,Yes,17.12,No,Yes,Cable,17,No,No,Yes,No,No,Yes,No,Yes,One Year,No,Credit Card,60.7,1597.4,0.0,0,445.12,2042.52,United States,California,24977,Female,76,No,Yes,Yes,No,0,Yes,0
Yes,5,35,Offer C,Yes,24.76,Yes,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.75,882.55,0.0,0,866.6,1749.15,United States,California,3193,Female,62,No,No,Yes,Yes,1,Yes,0
Yes,4,21,no offer,Yes,30.3,Yes,Yes,DSL,18,No,Yes,Yes,No,No,Yes,No,No,One Year,No,Bank Withdrawal,71.7,1497.05,0.0,100,636.3000000000001,2233.35,United States,California,386,Female,73,No,Yes,Yes,No,0,Yes,0
No,0,52,no offer,Yes,6.8,Yes,Yes,DSL,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,89.25,4652.4,0.0,0,353.6,5006.0,United States,California,21397,Male,34,No,No,No,No,0,No,0
No,0,26,Offer C,Yes,29.07,No,Yes,Cable,42,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.45,1233.15,0.0,0,755.82,1988.9700000000005,United States,California,49355,Male,28,Yes,No,No,No,0,No,0
Yes,4,71,no offer,No,0.0,No,Yes,Cable,6,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,47.05,3263.6,0.0,0,0.0,3263.6,United States,California,44103,Female,59,No,No,Yes,No,0,Yes,0
No,0,33,no offer,Yes,28.84,No,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,68.25,2171.15,0.0,0,951.72,3122.87,United States,California,231,Male,37,No,No,No,No,0,No,1
Yes,10,66,Offer A,Yes,26.91,No,Yes,Cable,30,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,65.85,4097.05,0.0,0,1776.06,5873.110000000001,United States,California,49647,Male,59,No,No,Yes,Yes,2,Yes,0
No,0,60,Offer B,Yes,31.12,No,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.85,1128.1,0.0,0,1867.2,2995.3,United States,California,269,Female,53,No,No,No,No,0,No,0
Yes,3,72,no offer,Yes,24.42,Yes,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.65,1830.05,0.0,0,1758.2400000000002,3588.29,United States,California,25340,Female,64,No,No,Yes,No,0,Yes,0
No,0,1,no offer,Yes,6.89,Yes,Yes,Fiber Optic,12,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,84.5,84.5,0.0,0,6.89,91.39,United States,California,2010,Male,31,No,No,No,No,0,No,1
No,0,38,Offer C,Yes,3.95,Yes,Yes,Fiber Optic,21,No,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,95.0,3605.6,0.0,0,150.1,3755.7,United States,California,5221,Male,34,No,No,No,No,0,No,0
Yes,1,61,no offer,Yes,35.11,Yes,Yes,Fiber Optic,17,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,104.4,6405.0,0.0,0,2141.71,8546.71,United States,California,30568,Female,77,No,Yes,Yes,No,0,Yes,1
Yes,1,17,Offer D,Yes,21.15,Yes,Yes,Fiber Optic,4,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,78.9,1348.95,0.0,0,359.54999999999995,1708.5,United States,California,10834,Female,53,No,No,Yes,No,0,Yes,0
No,0,46,Offer B,Yes,41.1,Yes,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,72.8,3249.4,0.0,0,1890.6,5140.0,United States,California,48273,Male,38,No,No,No,No,0,No,0
No,0,5,no offer,Yes,49.4,Yes,Yes,Cable,22,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,53.8,283.95,0.0,10,247.0,540.95,United States,California,1692,Female,56,No,No,No,No,0,No,0
Yes,1,34,Offer C,Yes,3.54,No,Yes,Fiber Optic,12,No,No,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,78.95,2647.2,0.0,0,120.36,2767.56,United States,California,58764,Male,59,No,No,Yes,Yes,1,Yes,0
No,0,17,Offer D,Yes,44.96,Yes,Yes,Fiber Optic,29,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.05,1345.65,0.0,0,764.32,2109.9700000000003,United States,California,6848,Female,62,No,No,No,No,0,No,0
Yes,5,16,no offer,Yes,35.53,No,Yes,DSL,23,Yes,Yes,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,54.55,825.1,0.0,0,568.48,1393.58,United States,California,3546,Male,79,No,Yes,Yes,No,0,Yes,0
No,0,8,no offer,Yes,13.8,Yes,Yes,Fiber Optic,6,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.75,606.25,0.0,0,110.4,716.65,United States,California,28403,Female,74,No,Yes,No,No,0,No,1
Yes,9,48,Offer B,Yes,22.36,Yes,Yes,Fiber Optic,59,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,111.45,5315.1,0.0,0,1073.28,6388.38,United States,California,3674,Male,28,Yes,No,Yes,No,0,Yes,0
Yes,1,60,Offer B,No,0.0,No,Yes,DSL,19,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,59.85,3590.2,0.0,0,0.0,3590.2,United States,California,33856,Female,46,No,No,Yes,No,0,Yes,0
No,0,25,Offer C,Yes,26.81,No,Yes,Fiber Optic,12,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.85,2015.35,0.0,0,670.25,2685.6,United States,California,47224,Female,54,No,No,No,No,0,No,1
No,0,72,Offer A,Yes,26.87,Yes,Yes,Fiber Optic,20,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.1,7774.05,0.0,0,1934.64,9708.69,United States,California,18980,Female,65,No,Yes,No,No,0,No,0
No,0,66,Offer A,Yes,11.63,Yes,Yes,Fiber Optic,5,No,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Credit Card,102.85,6976.75,0.0,60,767.58,7804.33,United States,California,32984,Female,69,No,Yes,No,No,0,No,0
Yes,4,40,no offer,Yes,29.14,No,Yes,DSL,48,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,71.35,2847.2,0.0,0,1165.6,4012.8,United States,California,16271,Female,30,No,No,Yes,Yes,2,Yes,0
No,0,70,no offer,No,0.0,No,Yes,DSL,20,No,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,45.25,3264.45,0.0,0,0.0,3264.45,United States,California,6601,Male,79,No,Yes,No,No,0,No,1
No,0,23,Offer D,Yes,26.37,No,No,no internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.15,405.6,0.0,0,606.51,1012.11,United States,California,3064,Male,63,No,No,No,No,0,No,0
Yes,1,37,Offer C,Yes,46.61,Yes,Yes,Fiber Optic,26,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.7,3171.15,0.0,0,1724.57,4895.72,United States,California,263,Male,75,No,Yes,Yes,No,0,Yes,1
No,0,50,no offer,Yes,27.04,Yes,Yes,DSL,2,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,69.5,3418.2,5.73,0,1352.0,4764.469999999999,United States,California,24945,Male,63,No,No,No,No,0,No,0
Yes,7,60,no offer,Yes,43.24,No,Yes,DSL,28,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,60.5,3694.45,0.0,0,2594.4,6288.85,United States,California,56517,Male,37,No,No,Yes,Yes,2,Yes,0
No,0,8,Offer E,Yes,35.21,No,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.45,162.3,0.0,0,281.68,443.98,United States,California,29124,Male,23,Yes,No,No,No,0,No,0
Yes,1,43,Offer B,Yes,17.43,Yes,Yes,Fiber Optic,26,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,103.0,4414.3,0.0,0,749.49,5163.79,United States,California,81,Male,73,No,Yes,Yes,No,0,Yes,1
No,0,10,Offer D,Yes,7.65,No,Yes,DSL,17,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,62.25,612.95,0.0,0,76.5,689.45,United States,California,35419,Male,32,No,No,No,No,0,No,0
No,0,12,no offer,Yes,16.96,Yes,Yes,Fiber Optic,18,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.3,1275.65,0.0,0,203.52,1479.17,United States,California,40137,Female,62,No,No,No,Yes,2,No,0
No,0,37,no offer,Yes,28.84,No,Yes,Fiber Optic,25,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.35,2552.9,0.0,0,1067.08,3619.98,United States,California,15638,Male,62,No,No,No,No,0,No,0
Yes,9,55,no offer,Yes,13.45,No,Yes,Fiber Optic,53,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,79.4,4238.45,0.0,0,739.75,4978.2,United States,California,49729,Male,43,No,No,Yes,Yes,3,Yes,0
Yes,6,57,Offer B,Yes,18.85,No,Yes,Cable,24,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,59.3,3274.35,0.0,0,1074.45,4348.8,United States,California,3930,Female,54,No,No,Yes,Yes,1,Yes,0
No,0,1,Offer E,Yes,27.58,No,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.95,69.95,0.0,0,27.58,97.53,United States,California,2229,Male,48,No,No,No,No,0,No,1
No,0,13,no offer,Yes,26.11,No,Yes,Fiber Optic,4,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.5,1201.15,29.84,140,339.43,1650.7400000000002,United States,California,33528,Male,68,No,Yes,No,No,0,No,1
No,0,43,no offer,Yes,2.49,Yes,Yes,DSL,53,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card,85.1,3662.25,0.0,30,107.07,3799.32,United States,California,20046,Female,29,Yes,No,No,No,0,No,0
No,0,61,Offer B,Yes,15.02,No,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.75,1124.2,0.0,0,916.22,2040.42,United States,California,24977,Male,32,No,No,No,Yes,2,No,0
Yes,3,3,no offer,Yes,24.28,Yes,Yes,DSL,73,No,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.15,235.0,0.0,0,72.84,307.84000000000003,United States,California,17721,Female,23,Yes,No,Yes,Yes,3,Yes,0
Yes,5,67,Offer A,Yes,17.4,Yes,Yes,Fiber Optic,11,No,Yes,Yes,No,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,93.15,6368.2,0.0,90,1165.8,7624.0,United States,California,62425,Male,42,No,No,Yes,No,0,Yes,0
Yes,4,71,no offer,Yes,21.19,Yes,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,23.85,1672.1,0.0,0,1504.49,3176.59,United States,California,528,Female,55,No,No,Yes,No,0,Yes,0
